gene_id	gameto_4	gameto_5	sporo_2	sporo_3	sporo_4
gene:AT4G24640	0	1	0	0	1
gene:AT4G24644	0	0	0	0	0
gene:AT4G24650	0	0	0	0	0
gene:AT4G24660	0	0	114	168	202
gene:AT4G24670	0	0	195	420	481
gene:AT4G24680	1537	4660	2361	2442	2643
gene:AT4G24690	2770	1744	9681	7619	8610
gene:AT4G24700	0	0	33	92	113
gene:AT4G24710	3	90	72	107	90
gene:AT4G24715	0	0	2	0	3
gene:AT4G24730	216	13	545	522	622
gene:AT4G24740	2568	1832	1512	1545	1567
gene:AT4G24750	366	235	3214	4197	4668
gene:AT4G24760	0	1	386	430	447
gene:AT4G24770	1165	1076	17932	26993	28238
gene:AT4G24780	1	0	2435	2651	2662
gene:AT4G24790	55	35	210	310	336
gene:AT4G24800	538	331	3050	3312	3531
gene:AT4G24805	0	11	507	343	311
gene:AT4G24810	811	434	745	959	997
gene:AT4G24820	1595	762	3480	4186	4484
gene:AT4G24830	1031	972	1679	2386	2564
gene:AT4G24840	774	664	1383	1245	1398
gene:AT4G24860	172	58	14	25	24
gene:AT4G24880	126	451	292	322	370
gene:AT4G24890	94	7	5	13	13
gene:AT4G24900	171	113	310	431	448
gene:AT4G24910	86	17	41	48	47
gene:AT4G24920	1114	209	2035	2112	2088
gene:AT4G24930	14	123	1778	2658	2630
gene:AT4G24940	11	107	981	880	1011
gene:AT4G24950	0	0	1	0	0
gene:AT4G24960	140	0	608	699	814
gene:AT4G24970	42	218	493	467	583
gene:AT4G24972	5	30	485	571	603
gene:AT4G24973	12	0	1	0	0
gene:AT4G24974	3781	184	1	0	1
gene:AT4G24975	257	11	4	1	2
gene:AT4G24980	2	19	1	2	1
gene:AT4G24990	1638	1361	1120	988	1021
gene:AT4G25000	292	102	127	172	291
gene:AT4G25010	1	0	2	2	2
gene:AT4G25020	539	1	152	232	208
gene:AT4G25030	110	38	6466	3849	3639
gene:AT4G25040	0	0	0	0	3
gene:AT4G25050	488	1157	10737	18014	18442
gene:AT4G25070	265	214	393	284	264
gene:AT4G25080	150	1455	6848	9490	9865
gene:AT4G25090	1	0	19	8	4
gene:AT4G25100	680	703	22560	19335	17981
gene:AT4G25110	265	29	378	219	241
gene:AT4G25120	693	502	271	288	290
gene:AT4G25130	1038	447	3905	4810	5026
gene:AT4G25140	0	0	0	1	0
gene:AT4G25150	0	1	50	76	81
gene:AT4G25160	155	825	7	13	23
gene:AT4G25170	2180	1050	1632	2240	2632
gene:AT4G25180	1	295	383	445	502
gene:AT4G25190	668	12	0	0	2
gene:AT4G25200	396	462	2	2	0
gene:AT4G25210	1612	1246	2459	1936	2036
gene:AT4G25220	1031	0	2	1	0
gene:AT4G25225	0	1	151	131	122
gene:AT4G25230	1970	1021	1406	1395	1496
gene:AT4G25240	1194	1315	23	66	69
gene:AT4G25250	0	0	1	0	0
gene:AT4G25260	0	110	482	786	739
gene:AT4G25270	45	200	205	203	209
gene:AT4G25280	125	239	484	543	612
gene:AT4G25290	363	378	731	1407	1493
gene:AT4G25300	2	166	242	235	209
gene:AT4G25310	1	2	125	135	163
gene:AT4G25315	9	1	163	173	186
gene:AT4G25320	905	956	320	457	468
gene:AT4G25330	1	6	0	0	0
gene:AT4G25340	7711	5170	772	945	1132
gene:AT4G25350	135	0	186	174	240
gene:AT4G25360	0	0	696	741	692
gene:AT4G25370	854	440	3254	4357	4774
gene:AT4G25380	26	25	3	2	7
gene:AT4G25390	28	1039	409	271	227
gene:AT4G25400	0	1	0	0	0
gene:AT4G25410	0	0	8	23	16
gene:AT4G25420	0	0	62	84	81
gene:AT4G25430	1	0	0	0	0
gene:AT4G25433	0	0	2	1	0
gene:AT4G25434	0	1	37	27	27
gene:AT4G25440	236	3	459	425	513
gene:AT4G25450	154	280	1376	1301	1441
gene:AT4G25470	0	0	1296	510	885
gene:AT4G25480	0	0	556	251	316
gene:AT4G25490	0	0	2141	321	568
gene:AT4G25500	2099	780	3249	2642	2994
gene:AT4G25510	0	305	79	41	59
gene:AT4G25515	452	1355	422	348	389
gene:AT4G25520	998	935	1057	1177	1230
gene:AT4G25530	20705	17027	0	0	1
gene:AT4G25540	2984	1748	29	52	55
gene:AT4G25550	989	390	1174	1335	1620
gene:AT4G25560	2	0	11	12	14
gene:AT4G25570	488	333	3772	3476	3588
gene:AT4G25580	1652	1842	0	1	0
gene:AT4G25590	0	0	0	0	0
gene:AT4G25600	1018	168	133	222	205
gene:AT4G25610	697	113	359	346	385
gene:AT4G25620	192	639	1619	990	1199
gene:AT4G25630	1835	1167	802	1270	1452
gene:AT4G25640	369	818	2381	2564	2708
gene:AT4G25650	3872	5300	4318	3514	3841
gene:AT4G25660	337	1230	1576	1270	1220
gene:AT4G25670	439	156	1676	1497	1355
gene:AT4G25680	76	90	830	884	912
gene:AT4G25690	1526	471	657	686	674
gene:AT4G25700	71	116	551	1080	1132
gene:AT4G25707	212	25	31	53	67
gene:AT4G25710	294	294	147	261	232
gene:AT4G25720	2749	1912	715	717	710
gene:AT4G25730	3164	3120	1501	1905	2279
gene:AT4G25740	269	351	1568	2430	2605
gene:AT4G25750	194	459	15	92	110
gene:AT4G25760	0	1	7	35	27
gene:AT4G25770	141	141	760	651	642
gene:AT4G25780	0	0	17	15	17
gene:AT4G25790	23	0	0	0	0
gene:AT4G25800	773	999	243	169	181
gene:AT4G25810	8	3	1085	45	47
gene:AT4G25820	1	0	2	0	0
gene:AT4G25830	0	0	564	444	474
gene:AT4G25835	302	282	416	311	330
gene:AT4G25840	9	35	411	411	432
gene:AT4G25845	181	0	17	13	20
gene:AT4G25850	142	3	20	17	24
gene:AT4G25860	0	46	1	1	5
gene:AT4G25870	670	490	523	674	802
gene:AT4G25880	2820	2125	1840	2178	2201
gene:AT4G25890	793	538	597	823	891
gene:AT4G25900	947	52	1551	1132	1003
gene:AT4G25910	122	147	676	878	859
gene:AT4G25920	643	954	1	0	4
gene:AT4G25930	0	0	1	0	0
gene:AT4G25940	343	128	3273	2256	2456
gene:AT4G25950	0	0	17	36	33
gene:AT4G25960	15	21	3377	2082	2178
gene:AT4G25970	942	935	3666	2684	2781
gene:AT4G25980	10	11	20	41	43
gene:AT4G25990	0	2	357	934	1118
gene:AT4G26000	549	1228	794	878	1005
gene:AT4G26010	7	125	5	10	4
gene:AT4G26020	617	85	6	12	11
gene:AT4G26030	0	0	3	0	0
gene:AT4G26040	0	0	0	0	0
gene:AT4G26050	0	2	12	12	9
gene:AT4G26055	0	8	11	12	10
gene:AT4G26060	65	13	414	420	377
gene:AT4G26070	14	4	2042	1771	2154
gene:AT4G26080	277	102	2411	2246	2338
gene:AT4G26090	1149	959	1454	787	899
gene:AT4G26100	484	1063	1320	1155	1230
gene:AT4G26110	1446	1756	2071	2791	3165
gene:AT4G26120	88	150	104	102	109
gene:AT4G26130	0	0	1809	1839	1837
gene:AT4G26140	255	128	302	553	573
gene:AT4G26145	49	17	51	90	99
gene:AT4G26150	0	10	63	92	94
gene:AT4G26160	798	426	258	231	278
gene:AT4G26170	0	668	7	16	15
gene:AT4G26180	26	100	166	196	212
gene:AT4G26190	2735	1675	1530	1838	1981
gene:AT4G26200	12	0	33	53	70
gene:AT4G26210	647	98	377	529	606
gene:AT4G26220	692	1089	21	15	14
gene:AT4G26230	2100	1620	1980	3176	3649
gene:AT4G26240	766	831	1186	1761	1987
gene:AT4G26250	2	25	1	3	2
gene:AT4G26260	5755	4369	11	6	9
gene:AT4G26270	2671	725	883	702	775
gene:AT4G26280	0	0	0	0	0
gene:AT4G26288	45	131	237	252	282
gene:AT4G26290	4	33	59	40	53
gene:AT4G26300	885	1407	2102	2705	2985
gene:AT4G26310	1186	328	486	459	508
gene:AT4G26320	0	0	0	0	0
gene:AT4G26330	238	322	3	1	8
gene:AT4G26340	811	100	0	0	2
gene:AT4G26350	5	3	1	0	0
gene:AT4G26370	585	581	2005	2896	3236
gene:AT4G26380	518	113	8	6	1
gene:AT4G26390	19	201	9	9	14
gene:AT4G26400	418	849	1556	1537	1570
gene:AT4G26410	510	325	983	1120	1328
gene:AT4G26415	11	0	58	116	138
gene:AT4G26420	0	0	1	3	2
gene:AT4G26430	15	26	259	280	370
gene:AT4G26440	1	12	2	1	0
gene:AT4G26450	1528	1600	1027	1199	1216
gene:AT4G26455	1514	1499	524	621	656
gene:AT4G26460	0	0	1	2	0
gene:AT4G26466	20	4	0	0	0
gene:AT4G26470	3	0	43	52	59
gene:AT4G26480	2484	1746	1494	1422	1615
gene:AT4G26483	0	0	0	0	0
gene:AT4G26485	2	282	0	0	0
gene:AT4G26490	119	100	48	80	83
gene:AT4G26500	997	638	766	886	1035
gene:AT4G26510	1782	2126	2835	2845	3153
gene:AT4G26520	115	43	727	1052	948
gene:AT4G26530	19	25	4294	3961	3758
gene:AT4G26540	646	0	1307	1016	959
gene:AT4G26550	559	224	435	389	442
gene:AT4G26555	288	228	1292	1445	1652
gene:AT4G26560	392	126	21	2	37
gene:AT4G26570	49	182	1139	1210	1269
gene:AT4G26580	0	0	26	52	67
gene:AT4G26590	841	68	167	168	163
gene:AT4G26600	1972	1594	460	661	763
gene:AT4G26610	91	0	1158	1078	1140
gene:AT4G26620	499	357	807	853	915
gene:AT4G26630	0	45	4768	5367	5539
gene:AT4G26640	1940	608	1160	1188	1349
gene:AT4G26650	388	2	1093	1366	1543
gene:AT4G26660	440	63	110	267	253
gene:AT4G26670	43	0	1871	1440	1898
gene:AT4G26680	19	22	388	367	389
gene:AT4G26690	1285	244	5081	3371	3380
gene:AT4G26700	502	8	2119	2256	2315
gene:AT4G26701	0	0	3	0	0
gene:AT4G26710	2333	1072	2526	2621	2763
gene:AT4G26720	419	205	594	687	751
gene:AT4G26730	0	0	2	0	0
gene:AT4G26740	91	0	1	1	0
gene:AT4G26750	2192	1755	851	687	683
gene:AT4G26760	111	141	632	899	934
gene:AT4G26770	405	193	29	56	61
gene:AT4G26780	643	1329	360	459	524
gene:AT4G26790	15	3	159	224	256
gene:AT4G26800	108	18	38	64	60
gene:AT4G26810	268	23	181	160	190
gene:AT4G26820	0	27	0	3	3
gene:AT4G26830	0	0	41	80	93
gene:AT4G26840	504	29	1121	1471	1652
gene:AT4G26850	500	209	3035	4543	4537
gene:AT4G26860	477	973	924	1528	1563
gene:AT4G26870	2450	2590	1529	2050	2234
gene:AT4G26880	0	0	0	0	0
gene:AT4G26890	20	0	36	11	10
gene:AT4G26900	229	944	1602	1897	2181
gene:AT4G26910	2841	945	2671	2360	2377
gene:AT4G26920	1	1	1	1	1
gene:AT4G26930	0	0	2	4	1
gene:AT4G26940	41	17	1544	1505	1433
gene:AT4G26950	0	0	6	17	13
gene:AT4G26960	0	0	80	63	77
gene:AT4G26965	201	10	211	259	305
gene:AT4G26970	8412	4317	6418	6146	6027
gene:AT4G26980	460	5	247	282	303
gene:AT4G26990	3	1068	230	190	184
gene:AT4G27000	970	802	2216	2538	2602
gene:AT4G27010	962	1788	459	549	625
gene:AT4G27020	2119	1198	443	432	446
gene:AT4G27030	46	25	287	449	457
gene:AT4G27040	326	222	1002	1054	1113
gene:AT4G27050	1060	218	500	502	544
gene:AT4G27060	229	301	911	943	1060
gene:AT4G27070	678	91	159	264	209
gene:AT4G27080	968	1063	1489	1626	1833
gene:AT4G27090	2558	2260	6051	9732	11037
gene:AT4G27100	528	249	576	503	520
gene:AT4G27110	0	0	0	1	0
gene:AT4G27120	2076	1062	666	785	742
gene:AT4G27130	1597	988	2669	1667	1967
gene:AT4G27140	0	0	2	0	0
gene:AT4G27150	0	0	4	2	2
gene:AT4G27160	0	0	2	5	4
gene:AT4G27170	0	0	2	0	2
gene:AT4G27180	402	227	1412	1549	1512
gene:AT4G27190	14	0	3	2	0
gene:AT4G27220	26	52	24	25	26
gene:AT4G27230	44	33	658	932	1032
gene:AT4G27240	0	0	142	215	198
gene:AT4G27250	0	11	0	0	1
gene:AT4G27260	0	0	474	220	178
gene:AT4G27270	386	63	193	171	216
gene:AT4G27280	137	39	2334	1570	1507
gene:AT4G27290	210	1	28	11	14
gene:AT4G27300	0	0	1873	1204	1086
gene:AT4G27310	778	539	1348	1549	1436
gene:AT4G27320	0	0	1528	1466	1531
gene:AT4G27330	0	0	0	0	1
gene:AT4G27340	365	371	521	655	814
gene:AT4G27350	762	288	247	184	170
gene:AT4G27360	1	0	2	4	3
gene:AT4G27370	1425	1372	157	499	450
gene:AT4G27380	192	169	426	611	653
gene:AT4G27390	90	10	836	839	824
gene:AT4G27400	0	0	2	2	1
gene:AT4G27410	37	149	2738	499	392
gene:AT4G27415	0	0	2	0	0
gene:AT4G27420	0	0	5	4	0
gene:AT4G27430	25	125	3561	3598	3580
gene:AT4G27435	0	0	147	245	275
gene:AT4G27440	1184	950	51608	47708	50879
gene:AT4G27450	1265	417	1826	1218	1337
gene:AT4G27460	0	4	186	52	61
gene:AT4G27470	0	1	907	614	661
gene:AT4G27480	5558	5047	171	95	77
gene:AT4G27490	29	22	252	351	426
gene:AT4G27500	10531	9467	7508	6078	6493
gene:AT4G27510	55	258	33	37	49
gene:AT4G27520	25	1035	5042	4275	5132
gene:AT4G27530	4	16	20	19	19
gene:AT4G27540	68	141	202	262	293
gene:AT4G27550	1874	1079	3	1	2
gene:AT4G27560	135	152	742	1036	973
gene:AT4G27565	31	5	1	0	0
gene:AT4G27570	17	34	108	144	125
gene:AT4G27580	0	0	0	0	1
gene:AT4G27585	458	2082	626	795	896
gene:AT4G27590	0	0	13	22	15
gene:AT4G27595	392	11	492	599	638
gene:AT4G27600	391	179	3709	4920	5338
gene:AT4G27610	745	253	483	471	504
gene:AT4G27620	363	118	623	594	733
gene:AT4G27630	444	1140	228	204	231
gene:AT4G27640	1637	1149	2455	2598	2695
gene:AT4G27650	384	781	825	922	980
gene:AT4G27652	0	0	634	80	202
gene:AT4G27654	1	128	220	4	19
gene:AT4G27657	0	0	327	61	122
gene:AT4G27660	0	0	34	42	28
gene:AT4G27670	1	445	0	1	2
gene:AT4G27680	755	724	615	709	744
gene:AT4G27690	343	404	400	452	509
gene:AT4G27700	40	41	3272	4894	4818
gene:AT4G27710	1	7	1561	1746	1851
gene:AT4G27720	627	1717	3543	3012	3283
gene:AT4G27730	0	85	250	372	426
gene:AT4G27740	0	7	732	543	602
gene:AT4G27745	19	8	303	362	360
gene:AT4G27750	331	566	521	588	579
gene:AT4G27760	1542	1425	898	1123	1198
gene:AT4G27780	252	636	314	230	261
gene:AT4G27790	19	1	377	355	385
gene:AT4G27800	414	438	6052	4802	5264
gene:AT4G27810	0	0	3	8	17
gene:AT4G27820	1645	1082	668	647	771
gene:AT4G27830	877	524	643	748	671
gene:AT4G27840	67	392	160	259	302
gene:AT4G27845	0	4	0	0	1
gene:AT4G27850	199	30	46	47	39
gene:AT4G27860	1625	3709	235	348	261
gene:AT4G27870	191	52	2404	1903	2205
gene:AT4G27880	187	349	619	592	637
gene:AT4G27890	3	17	1	1	0
gene:AT4G27900	184	312	591	484	537
gene:AT4G27910	125	398	541	644	662
gene:AT4G27920	1	30	1	0	0
gene:AT4G27940	357	179	190	251	266
gene:AT4G27950	507	727	110	295	317
gene:AT4G27960	1425	1459	4145	3525	3569
gene:AT4G27970	445	19	167	73	74
gene:AT4G27980	337	0	44	12	13
gene:AT4G27990	347	200	1136	836	932
gene:AT4G28000	3	61	2	4	2
gene:AT4G28005	0	0	1	0	2
gene:AT4G28010	382	85	98	150	179
gene:AT4G28020	1	98	93	92	105
gene:AT4G28025	720	78	1619	2202	2255
gene:AT4G28030	226	8	1964	2314	2446
gene:AT4G28040	1535	266	52	56	82
gene:AT4G28050	314	191	518	585	670
gene:AT4G28060	16	86	1180	1295	1367
gene:AT4G28068	0	0	1	2	1
gene:AT4G28070	216	410	183	197	244
gene:AT4G28080	7025	5408	14965	22213	22968
gene:AT4G28085	1	214	355	110	81
gene:AT4G28088	0	0	0	1	0
gene:AT4G28090	0	2	0	1	1
gene:AT4G28100	0	0	370	503	550
gene:AT4G28110	0	0	0	0	0
gene:AT4G28130	60	32	0	1	1
gene:AT4G28140	1	2	491	101	118
gene:AT4G28150	0	0	187	249	249
gene:AT4G28160	0	0	23	38	46
gene:AT4G28170	0	0	15	19	25
gene:AT4G28180	0	0	148	238	230
gene:AT4G28190	170	801	119	238	241
gene:AT4G28200	2081	1729	885	1084	1267
gene:AT4G28210	253	136	611	961	1179
gene:AT4G28220	223	6	867	1099	1103
gene:AT4G28230	41	250	75	147	125
gene:AT4G28240	0	0	679	386	344
gene:AT4G28250	9	0	116	309	262
gene:AT4G28260	391	32	1781	2245	2503
gene:AT4G28270	78	0	281	157	191
gene:AT4G28280	469	230	129	117	136
gene:AT4G28290	469	230	129	117	136
gene:AT4G28300	3247	3120	2225	1775	1961
gene:AT4G28310	167	66	107	122	132
gene:AT4G28320	9	7	163	215	238
gene:AT4G28330	0	0	20	35	36
gene:AT4G28340	0	0	6	9	9
gene:AT4G28350	61	631	297	202	113
gene:AT4G28360	720	668	712	1061	1207
gene:AT4G28365	2	6	0	1	0
gene:AT4G28370	703	289	579	505	500
gene:AT4G28380	435	66	39	30	34
gene:AT4G28390	579	400	407	475	487
gene:AT4G28395	0	0	1	0	0
gene:AT4G28397	0	0	0	0	1
gene:AT4G28400	320	323	3841	2384	2576
gene:AT4G28405	111	6	6	0	1
gene:AT4G28410	0	0	0	3	4
gene:AT4G28420	66	0	2	4	0
gene:AT4G28430	210	5	19	43	46
gene:AT4G28440	621	516	841	1206	1275
gene:AT4G28450	547	373	642	757	885
gene:AT4G28460	0	0	70	13	13
gene:AT4G28470	1748	1336	1633	1764	1852
gene:AT4G28480	582	811	977	934	906
gene:AT4G28485	0	0	16	12	11
gene:AT4G28490	234	67	1237	1401	1183
gene:AT4G28500	0	0	44	75	85
gene:AT4G28510	432	504	480	562	644
gene:AT4G28520	0	0	3	1	6
gene:AT4G28530	6	0	2	9	2
gene:AT4G28540	1007	161	1135	1143	1203
gene:AT4G28550	921	324	214	204	259
gene:AT4G28556	0	13	1	4	6
gene:AT4G28560	272	687	11	30	24
gene:AT4G28570	782	43	662	705	698
gene:AT4G28580	3	12	0	0	0
gene:AT4G28590	283	141	232	317	387
gene:AT4G28600	665	618	1030	1026	1039
gene:AT4G28610	1418	1424	2050	2448	2610
gene:AT4G28620	61	47	6	2	4
gene:AT4G28630	1474	652	601	664	708
gene:AT4G28640	2	0	343	334	356
gene:AT4G28650	156	177	291	312	349
gene:AT4G28660	158	23	1922	3549	3616
gene:AT4G28670	7	0	1	0	2
gene:AT4G28680	7	2	1	22	24
gene:AT4G28690	256	0	96	118	105
gene:AT4G28700	1219	261	25	38	30
gene:AT4G28703	152	154	235	255	230
gene:AT4G28706	744	862	1861	2170	2260
gene:AT4G28710	1705	439	3436	2394	2556
gene:AT4G28720	0	0	26	12	4
gene:AT4G28730	754	183	585	663	699
gene:AT4G28740	0	907	697	962	1071
gene:AT4G28750	91	194	36424	39545	36743
gene:AT4G28755	6	137	19447	20300	17813
gene:AT4G28760	14	3	2025	1957	2150
gene:AT4G28770	44	288	1448	1173	1214
gene:AT4G28775	0	0	0	1	1
gene:AT4G28780	0	19	756	1043	1142
gene:AT4G28790	0	0	13	19	15
gene:AT4G28800	1	0	0	2	2
gene:AT4G28811	60	365	3	3	1
gene:AT4G28815	10	0	4	4	4
gene:AT4G28820	48	240	84	126	121
gene:AT4G28830	66	128	257	347	346
gene:AT4G28840	88	43	4	2	4
gene:AT4G28850	1	0	0	0	1
gene:AT4G28860	960	307	1388	1730	1871
gene:AT4G28870	0	0	1	0	0
gene:AT4G28880	832	160	2044	2084	2136
gene:AT4G28890	0	44	1	1	3
gene:AT4G28910	2	4	1253	1451	1464
gene:AT4G28920	12	0	1	0	1
gene:AT4G28930	0	0	0	0	0
gene:AT4G28940	0	0	0	0	0
gene:AT4G28950	0	0	27	41	71
gene:AT4G28980	112	164	863	820	824
gene:AT4G28990	421	105	158	200	261
gene:AT4G29000	951	1157	470	498	534
gene:AT4G29010	9951	5960	4942	3952	4027
gene:AT4G29020	0	0	435	1223	1239
gene:AT4G29030	0	0	4	51	61
gene:AT4G29033	1	0	1	0	0
gene:AT4G29035	6	42	1	1	0
gene:AT4G29037	77	36	1	1	1
gene:AT4G29040	811	955	3471	3552	3792
gene:AT4G29050	0	0	662	400	360
gene:AT4G29060	5352	3420	15965	23099	24862
gene:AT4G29070	2208	999	983	939	867
gene:AT4G29080	1	602	371	846	869
gene:AT4G29090	0	0	1	0	0
gene:AT4G29100	2	0	577	799	826
gene:AT4G29103	0	0	0	0	0
gene:AT4G29110	1	0	99	75	81
gene:AT4G29120	394	2	639	769	752
gene:AT4G29130	134	627	1455	1557	1622
gene:AT4G29140	53	1	70	60	72
gene:AT4G29150	48	97	6	25	30
gene:AT4G29160	1144	758	2627	1925	2017
gene:AT4G29170	421	652	97	115	171
gene:AT4G29180	24	2	11	5	6
gene:AT4G29190	16	2	5951	2434	2683
gene:AT4G29200	0	0	0	0	0
gene:AT4G29210	1	260	862	872	888
gene:AT4G29220	10	76	2936	3022	3078
gene:AT4G29230	1	0	65	116	143
gene:AT4G29240	2	0	97	168	162
gene:AT4G29250	0	0	57	46	50
gene:AT4G29260	1	1	600	625	584
gene:AT4G29270	0	0	14	48	59
gene:AT4G29273	1	0	0	0	0
gene:AT4G29280	53	0	0	0	0
gene:AT4G29283	20	0	0	0	0
gene:AT4G29285	606	6	0	0	0
gene:AT4G29290	4	0	0	0	0
gene:AT4G29300	0	0	0	0	0
gene:AT4G29305	0	0	0	1	0
gene:AT4G29310	253	27	467	772	795
gene:AT4G29330	1309	1321	719	704	775
gene:AT4G29340	0	0	0	2	1
gene:AT4G29350	85	652	4800	4441	4273
gene:AT4G29360	320	143	211	425	492
gene:AT4G29370	360	244	1	1	1
gene:AT4G29380	1011	1375	2144	2492	2693
gene:AT4G29390	134	44	1138	1580	1683
gene:AT4G29400	268	175	373	585	670
gene:AT4G29410	1621	729	2249	3270	3838
gene:AT4G29420	117	208	194	211	190
gene:AT4G29430	1224	194	175	248	314
gene:AT4G29440	387	50	1879	1173	1210
gene:AT4G29450	4	0	1	0	0
gene:AT4G29460	24	0	0	0	0
gene:AT4G29470	171	0	4	1	4
gene:AT4G29480	215	911	1647	1977	2199
gene:AT4G29490	938	604	1099	958	1042
gene:AT4G29510	257	32	1303	1468	1600
gene:AT4G29520	1970	983	853	924	1052
gene:AT4G29530	127	1	87	86	104
gene:AT4G29540	1	225	103	131	149
gene:AT4G29548	1	0	1	0	3
gene:AT4G29550	416	556	10	19	24
gene:AT4G29560	4	438	94	78	117
gene:AT4G29570	3	0	0	0	1
gene:AT4G29580	83	44	26	12	15
gene:AT4G29590	337	331	983	1107	1210
gene:AT4G29600	0	0	9	3	6
gene:AT4G29610	0	1	473	379	336
gene:AT4G29620	0	0	1	0	0
gene:AT4G29630	0	0	0	0	0
gene:AT4G29640	0	23	0	1	0
gene:AT4G29650	0	0	0	3	1
gene:AT4G29654	1	0	0	0	0
gene:AT4G29658	0	0	1	0	1
gene:AT4G29660	1	254	164	159	200
gene:AT4G29670	386	214	3248	2437	2702
gene:AT4G29680	760	1023	590	700	709
gene:AT4G29690	0	0	5	4	1
gene:AT4G29700	0	0	121	363	241
gene:AT4G29710	0	0	6	12	22
gene:AT4G29720	113	190	609	976	1034
gene:AT4G29730	3	2	240	378	388
gene:AT4G29735	453	40	808	807	972
gene:AT4G29740	0	0	1024	1258	1017
gene:AT4G29750	1815	716	1977	2627	2681
gene:AT4G29760	1610	208	1	7	7
gene:AT4G29770	533	30	3	4	4
gene:AT4G29780	407	205	8417	991	1992
gene:AT4G29790	38	103	1275	1102	1210
gene:AT4G29800	1	76	7	9	5
gene:AT4G29810	1418	1102	3002	2398	2580
gene:AT4G29820	12	279	310	280	248
gene:AT4G29830	22	97	341	464	537
gene:AT4G29840	1792	880	1828	1969	2197
gene:AT4G29850	5	51	55	72	79
gene:AT4G29860	571	68	239	263	303
gene:AT4G29870	28	4	474	543	584
gene:AT4G29880	2	280	15	4	10
gene:AT4G29890	509	431	716	678	708
gene:AT4G29900	3477	5029	6475	5544	5718
gene:AT4G29905	95	1	4588	3877	4635
gene:AT4G29910	1403	515	424	485	601
gene:AT4G29920	0	0	59	216	228
gene:AT4G29930	252	0	7	12	6
gene:AT4G29940	6898	4162	550	584	643
gene:AT4G29950	171	213	3435	3513	3629
gene:AT4G29960	1567	2403	737	699	845
gene:AT4G29970	0	0	0	0	0
gene:AT4G29980	0	0	0	0	0
gene:AT4G29990	3	9	99	97	82
gene:AT4G30000	359	34	250	329	350
gene:AT4G30010	395	1067	2234	2594	2809
gene:AT4G30020	0	0	2724	2275	2127
gene:AT4G30030	0	0	0	0	0
gene:AT4G30040	0	0	0	1	1
gene:AT4G30050	0	0	0	0	0
gene:AT4G30060	1261	806	1151	902	794
gene:AT4G30064	16	10	0	0	0
gene:AT4G30067	1861	579	0	0	0
gene:AT4G30070	291	192	0	0	1
gene:AT4G30074	1255	922	0	0	1
gene:AT4G30080	71	0	671	766	800
gene:AT4G30090	4901	5142	246	176	200
gene:AT4G30097	76	87	161	66	62
gene:AT4G30100	5234	2366	4488	3204	3413
gene:AT4G30110	248	459	775	957	868
gene:AT4G30120	177	175	11	5	7
gene:AT4G30130	32	12	65	112	119
gene:AT4G30140	0	1	1	0	4
gene:AT4G30150	1303	1200	546	574	706
gene:AT4G30160	4617	2431	2390	2343	2444
gene:AT4G30170	1	0	0	1	2
gene:AT4G30180	0	0	56	78	90
gene:AT4G30190	2191	1201	10007	9471	9932
gene:AT4G30200	350	696	1840	2400	2565
gene:AT4G30210	2786	2744	12440	8211	7774
gene:AT4G30220	34	66	960	1317	1459
gene:AT4G30230	0	0	18	104	57
gene:AT4G30240	1911	287	972	674	680
gene:AT4G30250	83	1	16	23	46
gene:AT4G30260	161	84	1332	1084	1101
gene:AT4G30270	0	0	5012	1324	709
gene:AT4G30280	338	356	2272	81	101
gene:AT4G30290	44	15	369	79	57
gene:AT4G30300	6	22	2	0	1
gene:AT4G30310	4539	3718	3004	3330	3572
gene:AT4G30320	1	0	0	0	1
gene:AT4G30330	128	77	285	423	509
gene:AT4G30340	168	87	970	569	538
gene:AT4G30350	19	318	3054	1595	1704
gene:AT4G30360	676	487	921	909	929
gene:AT4G30370	0	33	61	52	78
gene:AT4G30380	74	41	0	2	1
gene:AT4G30390	308	17	290	205	220
gene:AT4G30400	471	588	85	182	174
gene:AT4G30410	0	0	132	102	86
gene:AT4G30420	0	1	11	1	1
gene:AT4G30430	1638	1199	70	12	24
gene:AT4G30440	404	1004	5167	3205	3987
gene:AT4G30450	0	0	55	178	154
gene:AT4G30460	468	0	25	116	128
gene:AT4G30470	3	0	675	270	294
gene:AT4G30480	195	95	810	734	809
gene:AT4G30490	962	41	1078	1078	1104
gene:AT4G30500	359	109	136	140	172
gene:AT4G30510	371	94	371	449	455
gene:AT4G30520	163	0	228	347	366
gene:AT4G30530	1	0	5262	4587	3463
gene:AT4G30540	1	2	0	0	1
gene:AT4G30550	260	1271	1216	960	1044
gene:AT4G30560	20	13	326	346	398
gene:AT4G30570	60	0	119	90	101
gene:AT4G30580	607	108	1799	2535	2721
gene:AT4G30590	761	419	1	0	0
gene:AT4G30600	3765	3387	6920	4709	4865
gene:AT4G30610	5	6	328	563	561
gene:AT4G30620	323	298	1022	1377	1612
gene:AT4G30630	1	1	319	314	292
gene:AT4G30640	0	0	89	42	59
gene:AT4G30650	0	0	3672	2064	2422
gene:AT4G30660	4	277	1824	1259	1250
gene:AT4G30662	0	77	881	622	599
gene:AT4G30670	6	0	3	2	5
gene:AT4G30680	66	89	227	287	298
gene:AT4G30690	770	368	2940	2904	3061
gene:AT4G30700	0	52	111	116	159
gene:AT4G30710	0	7	531	336	309
