TRINITY_DN0_c0_g1	GO:0004674,GO:0004709,GO:0005524,GO:0005737,GO:0007346,GO:0010098,GO:0010103,GO:0010229,GO:0023014,GO:0031098,GO:0032147,GO:0040008
TRINITY_DN9363_c0_g1	GO:0005739
TRINITY_DN9364_c0_g1	GO:0003857,GO:0004165,GO:0004300,GO:0005618,GO:0005730,GO:0005777,GO:0006635,GO:0008692,GO:0009506,GO:0009514,GO:0016508
TRINITY_DN9365_c0_g1	GO:0005509
TRINITY_DN9366_c0_g1	GO:0000785,GO:0000795,GO:0005634,GO:0005654,GO:0005737,GO:0007067,GO:0008156,GO:0008278,GO:0009636,GO:0015630,GO:0035562,GO:0043231,GO:0045875,GO:0048146,GO:0051301,GO:0051983,GO:0060623,GO:0071168,GO:0071922
TRINITY_DN9368_c0_g1	GO:0005886,GO:0015098,GO:0016020,GO:0016021
TRINITY_DN9369_c0_g1	GO:0005886,GO:0015293,GO:0015706,GO:0016021,GO:0042128,GO:0080054,GO:0080055
TRINITY_DN936_c0_g1	GO:0044822,GO:0046872
TRINITY_DN9373_c0_g1	GO:0000275,GO:0005524,GO:0015986,GO:0015991,GO:0046933
TRINITY_DN9374_c0_g1	GO:0000956,GO:0003677,GO:0003824,GO:0005829,GO:0046872
TRINITY_DN9375_c0_g1	GO:0005634,GO:0006511,GO:0009723,GO:0009873,GO:0010105,GO:0016567,GO:0019005
TRINITY_DN9376_c0_g1	GO:0006954,GO:0016005,GO:0043085,GO:0070062
TRINITY_DN9378_c0_g1	GO:0005524,GO:0007165,GO:0042742,GO:0043531
TRINITY_DN9378_c1_g1	GO:0005524,GO:0007165,GO:0042742,GO:0043531
TRINITY_DN9379_c0_g1	GO:0004693,GO:0005524,GO:0008353
TRINITY_DN937_c0_g1	GO:0000122,GO:0000724,GO:0001103,GO:0005634,GO:0005700,GO:0005737,GO:0006325,GO:0006333,GO:0006334,GO:0006351,GO:0006355,GO:0007517,GO:0008361,GO:0009294,GO:0010091,GO:0016568,GO:0031567,GO:0035059,GO:0045746,GO:0048024,GO:0048813,GO:0051301
TRINITY_DN937_c0_g2	GO:0000724,GO:0005634,GO:0005737,GO:0006333,GO:0006351,GO:0006355,GO:0008361,GO:0009294,GO:0010091,GO:0016568,GO:0031567,GO:0051301
TRINITY_DN937_c1_g1	GO:0005615,GO:0005618,GO:0005794,GO:0005829,GO:0009505,GO:0009506,GO:0048046
TRINITY_DN9380_c0_g2	GO:0005739,GO:0010182,GO:0080156
TRINITY_DN9380_c10_g1	GO:0005739,GO:0010182,GO:0080156
TRINITY_DN9380_c2_g1	GO:0003723,GO:0006397,GO:0009507,GO:0010087,GO:0010305,GO:0010588,GO:0046872,GO:0048366,GO:1900865
TRINITY_DN9380_c2_g3	GO:0009416,GO:0009451,GO:0009507,GO:0009658,GO:0040007
TRINITY_DN9380_c3_g1	GO:0006397,GO:0009507,GO:0031425
TRINITY_DN9380_c5_g1	GO:0005739
TRINITY_DN9380_c6_g1	GO:0003723,GO:0006397,GO:0009507,GO:0010087,GO:0010305,GO:0010588,GO:0046872,GO:0048366,GO:1900865
TRINITY_DN9380_c8_g1	GO:0005739
TRINITY_DN9380_c9_g1	GO:0000963,GO:0005739,GO:0009507,GO:0016554,GO:0080156
TRINITY_DN9381_c0_g1	GO:0005506,GO:0009535,GO:0015979,GO:0016021,GO:0016491,GO:0020037,GO:0022904,GO:0045158
TRINITY_DN9382_c0_g1	GO:0000139,GO:0005789,GO:0006886,GO:0006888,GO:0008270,GO:0030127
TRINITY_DN9384_c0_g1	GO:0005794,GO:0010222,GO:0016021
TRINITY_DN9385_c0_g2	GO:0004674,GO:0005524,GO:0005886,GO:0016021,GO:0030246
TRINITY_DN9385_c1_g1	GO:0005524,GO:0005737,GO:0007165,GO:0009626,GO:0043531
TRINITY_DN9385_c1_g3	GO:0005524,GO:0005737,GO:0007165,GO:0009626,GO:0043531
TRINITY_DN9385_c2_g1	GO:0005737,GO:0006952,GO:0007165,GO:0009506
TRINITY_DN9386_c0_g1	GO:0004103,GO:0005524
TRINITY_DN9387_c0_g1	GO:0000156,GO:0000160,GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0009723,GO:0009735,GO:0009736,GO:0009873,GO:0010029,GO:0010082,GO:0010119,GO:0010150,GO:0031537,GO:0048364,GO:0048831,GO:0071368,GO:0080113
TRINITY_DN9389_c0_g1	GO:0005730,GO:0006281,GO:0006310,GO:0006338,GO:0006351,GO:0006355,GO:0031011,GO:0071339
TRINITY_DN9389_c1_g1	GO:0005774,GO:0015238,GO:0015297,GO:0016021
TRINITY_DN938_c0_g1	GO:0005524,GO:0005737,GO:0009506,GO:0009507,GO:0009570,GO:0009735,GO:0010030,GO:0010214,GO:0033611,GO:0046686,GO:0048046,GO:0050203,GO:0050832
TRINITY_DN9391_c0_g1	GO:0004674,GO:0005524,GO:0005576,GO:0005739
TRINITY_DN9393_c0_g1	GO:0005623,GO:0006970,GO:0009651,GO:0009737,GO:0009738,GO:0009789,GO:0045454
TRINITY_DN9394_c0_g1	GO:0005634,GO:0005829,GO:0008757,GO:0016279,GO:0018022
TRINITY_DN9396_c0_g1	GO:0000139,GO:0005768,GO:0005794,GO:0005802,GO:0016021,GO:0016757,GO:0045489,GO:0071555
TRINITY_DN9396_c0_g2	GO:0000287,GO:0008375,GO:0010125
TRINITY_DN9398_c1_g1	GO:0005886,GO:0005975,GO:0006952,GO:0031225,GO:0042973,GO:0046658
TRINITY_DN9399_c0_g1	GO:0005789,GO:0016021,GO:0030148,GO:0047560
TRINITY_DN939_c0_g1	GO:0005507,GO:0006809,GO:0008131,GO:0009308,GO:0009738,GO:0048038,GO:0052593,GO:0052594,GO:0052595,GO:0052596
TRINITY_DN93_c0_g1	GO:0004630,GO:0005509,GO:0005737,GO:0016020,GO:0016042,GO:0046470,GO:0070290
TRINITY_DN93_c0_g2	GO:0004630,GO:0005509,GO:0005737,GO:0016020,GO:0016042,GO:0046470,GO:0070290
TRINITY_DN9400_c0_g1	GO:0046872,GO:0052751,GO:0071242
TRINITY_DN9402_c1_g1	GO:0006397,GO:0009507,GO:0031425
TRINITY_DN9404_c0_g2	GO:0004497,GO:0005506,GO:0016021,GO:0016705,GO:0020037
TRINITY_DN9406_c0_g1	GO:0005739
TRINITY_DN9406_c4_g1	GO:0008380,GO:0009507,GO:1900865
TRINITY_DN9406_c6_g1	GO:0005739
TRINITY_DN9407_c0_g1	GO:0005739
TRINITY_DN9407_c0_g3	GO:0003723,GO:0006397,GO:0009507,GO:0010087,GO:0010305,GO:0010588,GO:0046872,GO:0048366,GO:1900865
TRINITY_DN9407_c1_g1	GO:0003723,GO:0004519,GO:0006397,GO:0009507,GO:0010087,GO:0010305,GO:0010588,GO:0016556,GO:0046872,GO:0048366,GO:0090305,GO:1900865
TRINITY_DN9407_c2_g1	GO:0005739
TRINITY_DN9407_c3_g1	GO:0005739,GO:0080156
TRINITY_DN9407_c4_g1	GO:0005739
TRINITY_DN9407_c6_g1	GO:0005739,GO:0080156
TRINITY_DN940_c0_g1	GO:0005615,GO:0005618,GO:0005794,GO:0005829,GO:0009505,GO:0009506,GO:0048046
TRINITY_DN940_c1_g1	GO:0005615,GO:0005618,GO:0005794,GO:0005829,GO:0009505,GO:0009506,GO:0048046,GO:0080167
TRINITY_DN9410_c0_g1	GO:0005783,GO:0005789,GO:0005886,GO:0016021,GO:0080167
TRINITY_DN9411_c0_g1	GO:0006397,GO:0009507,GO:0031425
TRINITY_DN9411_c0_g2	GO:0005739
TRINITY_DN9411_c2_g1	GO:0005739
TRINITY_DN9412_c0_g1	GO:0000062,GO:0003853,GO:0005524,GO:0005739,GO:0005759,GO:0006552,GO:0008470,GO:0009055,GO:0009744,GO:0009750,GO:0033539,GO:0050660,GO:0052890,GO:0055088,GO:1902190,GO:1902192,GO:1902196,GO:1902198
TRINITY_DN9413_c0_g2	GO:0005576,GO:0009505,GO:0009506,GO:0016020
TRINITY_DN9414_c0_g1	GO:0003746,GO:0003924,GO:0005525,GO:0005737
TRINITY_DN9414_c1_g1	GO:0003735,GO:0005840,GO:0006364,GO:0006412,GO:0022627,GO:0030686,GO:0032040,GO:0042274
TRINITY_DN9416_c0_g1	GO:0005634,GO:0005737
TRINITY_DN9416_c1_g1	GO:0005634,GO:0005737,GO:0006511
TRINITY_DN941_c0_g1	GO:0000166,GO:0003723,GO:0005634
TRINITY_DN9421_c0_g1	GO:0006811,GO:0016021,GO:0031969
TRINITY_DN9421_c0_g2	GO:0005773,GO:0005774,GO:0005886,GO:0006811,GO:0009506,GO:0009507,GO:0009941,GO:0016020,GO:0016021
TRINITY_DN9421_c1_g1	GO:0005773,GO:0005774,GO:0005886,GO:0006811,GO:0009506,GO:0009507,GO:0009941,GO:0016020,GO:0016021
TRINITY_DN9423_c0_g1	GO:0008270,GO:0009809,GO:0045551,GO:0046029,GO:0052747
TRINITY_DN9423_c0_g2	GO:0008270,GO:0009809,GO:0045551,GO:0052747
TRINITY_DN9424_c0_g1	GO:0004674,GO:0005524,GO:0005886,GO:0009751,GO:0016021,GO:0030246
TRINITY_DN9424_c0_g2	GO:0004674,GO:0005524,GO:0005886,GO:0015066,GO:0016021,GO:0030246
TRINITY_DN9424_c0_g3	GO:0004674,GO:0005524,GO:0005886,GO:0016021,GO:0030246
TRINITY_DN9424_c1_g1	GO:0004674,GO:0005524,GO:0005886,GO:0016021,GO:0030246
TRINITY_DN9425_c0_g1	GO:0004553,GO:0005576,GO:0005975,GO:0008422,GO:0009507,GO:0033956
TRINITY_DN9425_c0_g2	GO:0005975,GO:0008422
TRINITY_DN9425_c1_g1	GO:0005975,GO:0009809,GO:0042802,GO:0047782
TRINITY_DN9426_c0_g1	GO:0005794,GO:0010411,GO:0016021,GO:0016413
TRINITY_DN9427_c0_g1	GO:0035251
TRINITY_DN9428_c0_g1	GO:0005635,GO:0005639
TRINITY_DN9429_c0_g1	GO:0000731,GO:0003677,GO:0005524,GO:0005634,GO:0006260,GO:0016020,GO:0016887,GO:0030174,GO:0042802,GO:0046872,GO:0048471
TRINITY_DN942_c0_g1	GO:0000103,GO:0005829,GO:0006457,GO:0006662,GO:0008047,GO:0009507,GO:0009535,GO:0009570,GO:0009579,GO:0015035,GO:0016671,GO:0034599,GO:0043085,GO:0045454,GO:0055114
TRINITY_DN9431_c0_g1	GO:0000166,GO:0003677,GO:0003914,GO:0006281,GO:0009411
TRINITY_DN9431_c0_g2	GO:0000166,GO:0003677,GO:0003914,GO:0006281,GO:0009411
TRINITY_DN9433_c0_g1	GO:0004674,GO:0005516,GO:0005524,GO:0005886,GO:0006468,GO:0006952,GO:0009506,GO:0016021,GO:0030246,GO:0042742,GO:0048544
TRINITY_DN9433_c0_g2	GO:0004674,GO:0005524,GO:0005886,GO:0016021
TRINITY_DN9435_c0_g1	GO:0000139,GO:0000287,GO:0004012,GO:0005524,GO:0005802,GO:0005886,GO:0016021,GO:0045332,GO:0048194
TRINITY_DN9438_c0_g1	GO:0005576,GO:0016042,GO:0016788
TRINITY_DN9439_c0_g1	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0007623,GO:0009909
TRINITY_DN943_c0_g1	GO:0005739,GO:0005977,GO:0006536,GO:0006907,GO:0006909,GO:0010507,GO:0030435,GO:0031154,GO:0032981,GO:0042331,GO:0043009,GO:0043052,GO:0046034,GO:0090141
TRINITY_DN9440_c0_g1	GO:0005249,GO:0009506,GO:0010264,GO:0016021,GO:0042391
TRINITY_DN9442_c0_g1	GO:0004252,GO:0005618,GO:0008236,GO:0016020
TRINITY_DN9444_c0_g1	GO:0005634,GO:0005737,GO:0009737,GO:0010030
TRINITY_DN9445_c0_g1	GO:0000502,GO:0004298,GO:0005634,GO:0005737,GO:0005839,GO:0051603
TRINITY_DN9446_c0_g1	GO:0004402,GO:0005634,GO:0005720,GO:0006351,GO:0006355,GO:0008270,GO:0008327,GO:0009506,GO:0010216,GO:0010223,GO:0016567,GO:0016573,GO:0042393,GO:0043966,GO:0043967,GO:0048573,GO:0061630,GO:0090308
TRINITY_DN9447_c0_g1	GO:0004674,GO:0005524,GO:0005886,GO:0016021
TRINITY_DN9447_c2_g1	GO:0004674,GO:0005524,GO:0016021
TRINITY_DN9448_c0_g1	GO:0003677,GO:0003729,GO:0003730,GO:0005654,GO:0005829,GO:0006351,GO:0006355,GO:0006397,GO:0006402,GO:0008380,GO:0010494,GO:0016020,GO:0030425,GO:0043025,GO:0044822,GO:0051028,GO:2000628
TRINITY_DN9450_c0_g1	GO:0003885,GO:0005739,GO:0009536,GO:0016021,GO:0016633,GO:0019853,GO:0031966,GO:0050660,GO:0080049
TRINITY_DN9452_c0_g1	GO:0005886,GO:0016021
TRINITY_DN9453_c0_g1	GO:0000166,GO:0003723,GO:0005681,GO:0005737,GO:0006397,GO:0008380,GO:0051028
TRINITY_DN9454_c0_g1	GO:0004566,GO:0005576,GO:0005765,GO:0005975,GO:0009505
TRINITY_DN9455_c0_g1	GO:0000741,GO:0005730,GO:0006364,GO:0009560,GO:0032040
TRINITY_DN9457_c0_g1	GO:0000302,GO:0004672,GO:0004674,GO:0005524,GO:0005773,GO:0005886,GO:0006468,GO:0006952,GO:0009506,GO:0009737,GO:0016021,GO:0042742
TRINITY_DN9458_c0_g1	GO:0006813,GO:0009507,GO:0009706,GO:0009941,GO:0015299,GO:0015386,GO:0016021,GO:0031969,GO:0071805
TRINITY_DN9459_c0_g1	GO:0004601,GO:0005576,GO:0006979,GO:0020037,GO:0042744,GO:0046872
TRINITY_DN945_c0_g1	GO:0009507,GO:0009532,GO:0009570,GO:0009579,GO:0009941,GO:0019538
TRINITY_DN945_c0_g2	GO:0009507,GO:0009532,GO:0009570,GO:0009579,GO:0009941,GO:0019538
TRINITY_DN9460_c0_g1	GO:0009507,GO:0009517,GO:0009522,GO:0009534,GO:0009535,GO:0009579,GO:0009637,GO:0009768,GO:0009783,GO:0009941,GO:0010114,GO:0010196,GO:0010218,GO:0010287,GO:0015979,GO:0016020,GO:0016021,GO:0016168,GO:0018298,GO:0031409,GO:0046872
TRINITY_DN9463_c0_g1	GO:0005634,GO:0005783,GO:0009555,GO:0009718,GO:0010584,GO:0016491,GO:0045552,GO:0048316,GO:0050662,GO:0080110
TRINITY_DN9465_c0_g1	GO:0003746,GO:0003924,GO:0005525,GO:0005739,GO:0009507,GO:0070125
TRINITY_DN9465_c2_g1	GO:0003746,GO:0003924,GO:0005525,GO:0005739,GO:0009507,GO:0070125
TRINITY_DN9467_c0_g1	GO:0004664,GO:0009094,GO:0009507,GO:0009570,GO:0016597,GO:0047769
TRINITY_DN9468_c0_g1	GO:0004674,GO:0005524
TRINITY_DN9469_c0_g1	GO:0003677,GO:0005737,GO:0006351,GO:0016021,GO:0016477,GO:0031965
TRINITY_DN946_c0_g1	GO:0002576,GO:0005576,GO:0005829,GO:0007596,GO:0008270,GO:0030168,GO:0043966,GO:0070776
TRINITY_DN9471_c0_g1	GO:0010286
TRINITY_DN9472_c0_g1	GO:0005730,GO:0005739,GO:0005747,GO:0005773,GO:0005774,GO:0005886,GO:0007005,GO:0009651,GO:0009723,GO:0009733,GO:0016020,GO:0016021,GO:0016049,GO:0048527,GO:0051301,GO:0071731
TRINITY_DN9474_c0_g1	GO:0004033,GO:0005634,GO:0005829,GO:0008106,GO:0009409,GO:0009414,GO:0009507,GO:0009636,GO:0009651,GO:0016229,GO:0016491,GO:0055114,GO:0070401
TRINITY_DN9475_c0_g1	GO:0005770,GO:0006623,GO:0008270,GO:0016192,GO:0030897,GO:0033263,GO:0035542,GO:0042144,GO:0051020
TRINITY_DN9476_c0_g1	GO:0000139,GO:0002239,GO:0005524,GO:0005737,GO:0005739,GO:0005789,GO:0005886,GO:0006952,GO:0007165,GO:0009626,GO:0009817,GO:0010193,GO:0030275,GO:0042742,GO:0043531
TRINITY_DN9476_c1_g1	GO:0005777,GO:0016787,GO:0042372,GO:0051289
TRINITY_DN9476_c2_g1	GO:0009555,GO:0055046
TRINITY_DN9477_c0_g2	GO:0004252,GO:0005576,GO:0005618,GO:0008236,GO:0016020,GO:0042335
TRINITY_DN9478_c0_g1	GO:0003723,GO:0004519,GO:0005634,GO:0005737,GO:0043565
TRINITY_DN9479_c0_g1	GO:0005975,GO:0006952,GO:0009793,GO:0010584,GO:0042973
TRINITY_DN9480_c0_g1	GO:0000731,GO:0003684,GO:0003887,GO:0005654,GO:0005737,GO:0006260,GO:0006281,GO:0006282,GO:0006290,GO:0010225,GO:0019985,GO:0046872,GO:0070987,GO:0071494
TRINITY_DN9486_c0_g1	GO:0009507,GO:0009540,GO:0009688,GO:0016020,GO:0052662,GO:0052663,GO:0071949
TRINITY_DN9488_c0_g1	GO:0005634,GO:0006281,GO:0006310,GO:0006351,GO:0006355
TRINITY_DN9490_c0_g1	GO:0005507,GO:0005774,GO:0005829,GO:0005886,GO:0009507,GO:0009570,GO:0009579,GO:0009737,GO:0042742,GO:0048046
TRINITY_DN9491_c0_g1	GO:0002131,GO:0002132,GO:0003723,GO:0005737,GO:0008168,GO:0008175,GO:0008757
TRINITY_DN9492_c0_g1	GO:0004842,GO:0005789,GO:0006970,GO:0008270,GO:0009409,GO:0009414,GO:0009611,GO:0009723,GO:0016021,GO:0016567,GO:0016874,GO:0043161
TRINITY_DN9493_c0_g1	GO:0016491,GO:0046872
TRINITY_DN9494_c0_g1	GO:0005794,GO:0016021,GO:0016413,GO:0071554
TRINITY_DN9495_c0_g1	GO:0005509,GO:0009507,GO:0009543,GO:0009579,GO:0009654,GO:0015979,GO:0019898
TRINITY_DN9496_c0_g1	GO:0004825,GO:0005524,GO:0005739,GO:0006431,GO:0009507,GO:0009570,GO:0048481
TRINITY_DN9497_c0_g1	GO:0003989,GO:0006633,GO:0009317,GO:0009507,GO:0009536,GO:0009570,GO:0009941
TRINITY_DN9498_c0_g1	GO:0008253,GO:0016311,GO:0046872
TRINITY_DN9499_c0_g1	GO:0000176,GO:0000177,GO:0000467,GO:0003723,GO:0005730,GO:0034427,GO:0034475,GO:0043928,GO:0071034,GO:0071035,GO:0071038,GO:0071049,GO:0071051
TRINITY_DN949_c0_g1	GO:0004642,GO:0005524,GO:0005739,GO:0006189,GO:0006541,GO:0009507,GO:0046872
TRINITY_DN94_c0_g1	GO:0003677,GO:0003680,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005739,GO:0005829,GO:0006351,GO:0006355,GO:0043565,GO:0098687
TRINITY_DN9500_c0_g1	GO:0005681,GO:0006397,GO:0008380,GO:0046872
TRINITY_DN9501_c0_g1	GO:0003951,GO:0005524,GO:0006741,GO:0019674,GO:0042736
TRINITY_DN9504_c0_g1	GO:0004519,GO:0006397,GO:0009507,GO:0016556,GO:0090305
TRINITY_DN9505_c0_g1	GO:0009507
TRINITY_DN9507_c0_g1	GO:0004298,GO:0005634,GO:0005737,GO:0006511,GO:0019773
TRINITY_DN950_c0_g1	GO:0000166,GO:0000398,GO:0003723,GO:0005681,GO:0008380,GO:0010445,GO:0016607,GO:0031053
TRINITY_DN9513_c0_g1	GO:0005739
TRINITY_DN9514_c0_g1	GO:0003964,GO:0046872
TRINITY_DN9515_c0_g1	GO:0004252,GO:0009570
TRINITY_DN9522_c0_g1	GO:0004725,GO:0046872,GO:0070062
TRINITY_DN9523_c0_g1	GO:0009636,GO:0009813,GO:0010224,GO:0035251,GO:0043231,GO:0047218,GO:0050284,GO:0052696,GO:0080043,GO:0080044
TRINITY_DN9526_c0_g1	GO:0016758
TRINITY_DN9526_c0_g2	GO:0009718,GO:0047213
TRINITY_DN9526_c0_g3	GO:0009718,GO:0047213
TRINITY_DN9527_c0_g1	GO:0004821,GO:0005524,GO:0005739,GO:0006427,GO:0032543
TRINITY_DN9528_c0_g1	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0009965
TRINITY_DN9529_c0_g1	GO:0006952,GO:0009813,GO:0035251,GO:0043231,GO:0047893,GO:0051707,GO:0052696,GO:0080043,GO:0080044
TRINITY_DN9529_c1_g1	GO:0042802,GO:0050275
TRINITY_DN9529_c1_g2	GO:0016758
TRINITY_DN952_c1_g1	GO:0000287,GO:0004565,GO:0004737,GO:0005618,GO:0005975,GO:0030246,GO:0030976
TRINITY_DN9532_c0_g3	GO:0005739
TRINITY_DN9532_c3_g2	GO:0006397,GO:0009507,GO:0031425
TRINITY_DN9532_c4_g1	GO:0006397,GO:0009507,GO:0031425
TRINITY_DN9533_c0_g1	GO:0004674,GO:0004683,GO:0005509,GO:0005516,GO:0005524,GO:0005737,GO:0005886,GO:0009416,GO:0009738,GO:0009931,GO:0018105,GO:0035556,GO:0046777,GO:0046898
TRINITY_DN9534_c0_g1	GO:0005739
TRINITY_DN9539_c0_g1	GO:0003993,GO:0004601,GO:0005773,GO:0005829,GO:0009505,GO:0016311,GO:0042744,GO:0046872,GO:0055062
TRINITY_DN953_c0_g1	GO:0009507,GO:0030785
TRINITY_DN9540_c0_g1	GO:0005886
TRINITY_DN9541_c0_g1	GO:0004784,GO:0005759,GO:0019430,GO:0046872
TRINITY_DN9547_c0_g1	GO:0005634,GO:0008171,GO:0008757,GO:0017000,GO:0032259,GO:0046872
TRINITY_DN9548_c0_g1	GO:0005576,GO:0005618,GO:0005773,GO:0009737
TRINITY_DN9548_c1_g1	GO:0004674,GO:0005524,GO:0005886,GO:0006952,GO:0009506,GO:0010193,GO:0016021,GO:0046777
TRINITY_DN9548_c1_g2	GO:0004674,GO:0005524,GO:0016021
TRINITY_DN9548_c1_g3	GO:0004674,GO:0005524,GO:0005886,GO:0006468,GO:0006952,GO:0009506,GO:0016021
TRINITY_DN9548_c2_g1	GO:0004674,GO:0005524,GO:0005886,GO:0006952,GO:0009506,GO:0010193,GO:0016021,GO:0046777
TRINITY_DN9549_c0_g1	GO:0001522,GO:0003723,GO:0009507,GO:0009982
TRINITY_DN954_c0_g1	GO:0004475,GO:0005525,GO:0005634,GO:0005829,GO:0009298,GO:0009408,GO:0009651,GO:0009753,GO:0010193,GO:0019853,GO:0030244,GO:0042742,GO:0060359
TRINITY_DN9552_c0_g1	GO:0005253,GO:0009705,GO:0015140,GO:0015743,GO:0016021,GO:0071423,GO:0098656
TRINITY_DN9553_c0_g1	GO:0009569,GO:0009570,GO:0010581,GO:2001070
TRINITY_DN9554_c0_g1	GO:0005388,GO:0005524,GO:0005768,GO:0005794,GO:0005802,GO:0005887,GO:0006816,GO:0006874,GO:0012505,GO:0015410,GO:0031902,GO:0046872,GO:0048364,GO:0055071,GO:0070588,GO:0071421
TRINITY_DN9555_c0_g1	GO:0004674,GO:0005524,GO:0016021
TRINITY_DN9555_c1_g1	GO:0004674,GO:0005524,GO:0016021
TRINITY_DN9556_c0_g1	GO:0008168
TRINITY_DN9557_c0_g1	GO:0004630,GO:0005509,GO:0005773,GO:0005783,GO:0005886,GO:0009536,GO:0016020,GO:0016042,GO:0034638,GO:0046470,GO:0070290
TRINITY_DN9558_c0_g1	GO:0004314,GO:0005739,GO:0006633,GO:0008152,GO:0016740,GO:0044822
TRINITY_DN955_c0_g1	GO:0005524
TRINITY_DN955_c1_g1	GO:0005524
TRINITY_DN9560_c0_g1	GO:0004558,GO:0030246,GO:0032450
TRINITY_DN9561_c0_g1	GO:0003872,GO:0005524,GO:0006002,GO:0006096,GO:0009507,GO:0046872,GO:0061615
TRINITY_DN9562_c0_g1	GO:0000165,GO:0000186,GO:0003677,GO:0004674,GO:0004709,GO:0005524,GO:0005634,GO:0005768,GO:0005886,GO:0006970,GO:0009409,GO:0009611,GO:0009631,GO:0009651,GO:0010449,GO:0019900,GO:0022622,GO:0045087,GO:0046777,GO:1902065
TRINITY_DN9563_c0_g1	GO:0004674,GO:0005524,GO:0016021
TRINITY_DN9563_c1_g1	GO:0004674,GO:0005524,GO:0005886,GO:0016021
TRINITY_DN9564_c0_g1	GO:0000390,GO:0000398,GO:0003677,GO:0006355,GO:0031981,GO:0042752,GO:0071008,GO:1990446
TRINITY_DN9568_c0_g1	GO:0003743,GO:0005634,GO:0042803
TRINITY_DN956_c0_g1	GO:0005634,GO:0008270,GO:0016049,GO:0016874,GO:0016925,GO:0031668,GO:0061665
TRINITY_DN956_c1_g1	GO:0005829,GO:0019762,GO:0080028
TRINITY_DN9574_c0_g1	GO:0000166,GO:0000398,GO:0005689,GO:0030626,GO:0032502,GO:0097157
TRINITY_DN9576_c1_g1	GO:0000462,GO:0005730,GO:0007275,GO:0019843,GO:0032040,GO:0034511,GO:0044822
TRINITY_DN9577_c0_g1	GO:0009823,GO:0016614,GO:0019139,GO:0050660
TRINITY_DN9578_c0_g1	GO:0003824,GO:0005524,GO:0005975,GO:0006633,GO:0009505,GO:0019887,GO:0042128,GO:0045859
TRINITY_DN9579_c0_g1	GO:0005874
TRINITY_DN957_c0_g1	GO:0000932,GO:0005634,GO:0005737,GO:0016779,GO:0050265,GO:0060964,GO:0071076
TRINITY_DN9580_c0_g1	GO:0003924,GO:0005525,GO:0005786,GO:0006614,GO:0008312,GO:0009507,GO:0009570,GO:0080085
TRINITY_DN9581_c0_g1	GO:0000439,GO:0006289,GO:0006351,GO:0006355
TRINITY_DN9582_c0_g1	GO:0005829,GO:0006760,GO:0016616
TRINITY_DN9583_c0_g2	GO:0003677,GO:0005634,GO:0005737,GO:0006351,GO:0006355,GO:0007275
TRINITY_DN9583_c1_g1	GO:0005576,GO:0005618,GO:0030599,GO:0042545,GO:0045330,GO:0045490
TRINITY_DN9583_c1_g2	GO:0005576,GO:0005618,GO:0030599,GO:0042545,GO:0045330,GO:0045490
TRINITY_DN9585_c0_g1	GO:0003723,GO:0006397,GO:0009507,GO:0010087,GO:0010305,GO:0010588,GO:0046872,GO:0048366,GO:1900865
TRINITY_DN9585_c0_g2	GO:0004519,GO:0006397,GO:0009507,GO:0016556,GO:0090305
TRINITY_DN9585_c0_g5	GO:0003723,GO:0006397,GO:0009507,GO:0010087,GO:0010305,GO:0010588,GO:0046872,GO:0048366,GO:1900865
TRINITY_DN9585_c10_g1	GO:0004519,GO:0006397,GO:0009507,GO:0016556,GO:0090305
TRINITY_DN9585_c1_g1	GO:0008380,GO:0009507
TRINITY_DN9585_c1_g2	GO:0005634,GO:0005737,GO:0005739,GO:0009507,GO:0010182,GO:0080156
TRINITY_DN9585_c1_g3	GO:0009507,GO:0031425,GO:0031426
TRINITY_DN9585_c1_g4	GO:0005739,GO:0010182,GO:0080156
TRINITY_DN9585_c1_g5	GO:0005739,GO:0010182,GO:0080156
TRINITY_DN9585_c4_g2	GO:0005739
TRINITY_DN9585_c4_g3	GO:0005739
TRINITY_DN9585_c5_g1	GO:0005739
TRINITY_DN9585_c6_g1	GO:0005739
TRINITY_DN9585_c7_g1	GO:0005739
TRINITY_DN9589_c0_g1	GO:0004650,GO:0005975,GO:0016021
TRINITY_DN9589_c1_g1	GO:0004674,GO:0005524,GO:0007165
TRINITY_DN958_c0_g1	GO:0004579,GO:0005783,GO:0005886,GO:0008250,GO:0009651,GO:0016020,GO:0016021,GO:0018279,GO:0043687,GO:0047484
TRINITY_DN9590_c0_g1	GO:0005739
TRINITY_DN9591_c0_g1	GO:0001666,GO:0004021,GO:0005524,GO:0005739,GO:0009058,GO:0009507,GO:0019481,GO:0030170,GO:0042853,GO:0046686
TRINITY_DN9593_c0_g1	GO:0000139,GO:0005789,GO:0005886,GO:0006658,GO:0006665,GO:0008654,GO:0009597,GO:0015194,GO:0015825,GO:0016021,GO:0030148,GO:0045087,GO:0051607,GO:0070062,GO:1902237,GO:1904219,GO:1904222
TRINITY_DN9593_c1_g1	GO:0005975,GO:0008422
TRINITY_DN9595_c0_g1	GO:0005576,GO:0005618,GO:0009507,GO:0009664,GO:0016020
TRINITY_DN9595_c0_g2	GO:0005096,GO:0007165,GO:0009535,GO:0043547
