comp100009_c0	GO:0004364,GO:0009734
comp154528_c0	GO:0005777,GO:0016491,GO:0033542,GO:0080023
comp154529_c0	GO:0005524,GO:0005634,GO:0006974
comp154530_c1	GO:0005634
comp154531_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp154531_c2	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp154532_c0	GO:0000226,GO:0005096,GO:0005829,GO:0005874,GO:0006457,GO:0007017,GO:0007021,GO:0009506,GO:0009793,GO:0015631,GO:0043547,GO:0048487
comp154534_c3	GO:0003857,GO:0004165,GO:0004300,GO:0006635,GO:0008692,GO:0009514,GO:0018812
comp154535_c0	GO:0005739,GO:0010182,GO:0080156
comp154535_c1	GO:0005739,GO:0010182,GO:0080156
comp154540_c0	GO:0003723,GO:0004004,GO:0004386,GO:0005524,GO:0009409,GO:0009414,GO:0009651,GO:0010501
comp154542_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp154543_c0	GO:0005739
comp154543_c2	GO:0003723,GO:0006397,GO:0009507,GO:0010087,GO:0010305,GO:0010588,GO:0046872,GO:0048366,GO:1900865
comp154544_c0	GO:0005622,GO:0008270,GO:0035556
comp154545_c4	GO:0004674,GO:0005524,GO:0009793,GO:0016021,GO:0090558
comp154548_c1	GO:0004672,GO:0004674,GO:0005524,GO:0005634,GO:0005737,GO:0006468,GO:0042254,GO:0046872
comp154551_c0	GO:0000943,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0071897,GO:0090501
comp154553_c0	GO:0003676,GO:0015074
comp154553_c1	GO:0000943,GO:0003676,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0071897,GO:0090501
comp154554_c0	GO:0004674,GO:0005524,GO:0005737,GO:0005886,GO:0035556
comp154555_c2	GO:0005634,GO:0006355,GO:0008270,GO:0042800,GO:0051568
comp154556_c0	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0008289,GO:0009845,GO:0009913,GO:0010090,GO:0043565,GO:0048497,GO:0048825
comp154557_c0	GO:0000166,GO:0000176,GO:0003676,GO:0005730,GO:0005737,GO:0006396,GO:0008408,GO:0031047
comp154559_c0	GO:0004601,GO:0005484,GO:0005576,GO:0005737,GO:0005886,GO:0006979,GO:0015031,GO:0016192,GO:0020037,GO:0042744,GO:0046872,GO:0061025
comp154560_c0	GO:0005096,GO:0005509
comp154563_c0	GO:0009295,GO:0009507,GO:0009508,GO:0042793,GO:0045893
comp154565_c0	GO:0015079,GO:0016020,GO:0016021
comp154567_c0	GO:0009707,GO:0009877,GO:0043661,GO:0046481
comp154568_c0	GO:0005524,GO:0005829,GO:0009506,GO:0009702,GO:0016021,GO:0046835
comp154569_c0	GO:0003777,GO:0005524,GO:0005737,GO:0005871,GO:0005874,GO:0007018,GO:0030030,GO:0031514
comp154570_c0	GO:0004672,GO:0004674,GO:0005524,GO:0007017,GO:0009913,GO:0043622,GO:0055028
comp154570_c4	GO:0008270,GO:0016021,GO:0016567
comp154571_c3	GO:0052689
comp154572_c1	GO:0003723,GO:0003968,GO:0006952,GO:0009615,GO:0009751,GO:0010025,GO:0030422,GO:0060148
comp154573_c0	GO:0005886,GO:0016021
comp154574_c2	GO:0004620,GO:0009507,GO:0009695,GO:0016042,GO:0047372,GO:0050832
comp154575_c0	GO:0016554
comp154575_c2	GO:0005739
comp154575_c3	GO:0003723,GO:0005739,GO:0006397,GO:0009507,GO:0010087,GO:0010182,GO:0010305,GO:0010588,GO:0046872,GO:0048366,GO:0080156,GO:1900865
comp154577_c0	GO:0005739
comp154579_c1	GO:0005794,GO:0015031,GO:0019898
comp154580_c3	GO:0005451,GO:0005770,GO:0006813,GO:0006885,GO:0016021,GO:1902600
comp154581_c3	GO:0005829,GO:0005886,GO:0006629,GO:0009536,GO:0009741,GO:0009742,GO:0019210,GO:0042326
comp154584_c0	GO:0009507,GO:0009707,GO:0009902
comp154585_c0	GO:0002020,GO:0003677,GO:0005634,GO:0005654,GO:0006281,GO:0006310,GO:0006351,GO:0006355,GO:0031011
comp154586_c5	GO:0004674,GO:0004675,GO:0005524,GO:0005768,GO:0005886,GO:0006898,GO:0007178,GO:0010008,GO:0010075,GO:0010359,GO:0016020,GO:0016021,GO:0016045,GO:0030154,GO:0033612,GO:0042742,GO:0043621,GO:0048229,GO:0048437,GO:0052544
comp154587_c0	GO:0004672,GO:0004674,GO:0005516,GO:0005524,GO:0005886,GO:0016021,GO:0030246,GO:0031625,GO:0046777
comp154588_c2	GO:0005634,GO:0006351,GO:0006355,GO:0032454,GO:0033169,GO:0046872,GO:0051213,GO:0060969
comp154589_c3	GO:0004601,GO:0005576,GO:0006979,GO:0020037,GO:0042744,GO:0046872
comp154590_c0	GO:0000003,GO:0000148,GO:0003843,GO:0005886,GO:0006075,GO:0007623,GO:0008360,GO:0009555,GO:0016021,GO:0071555
comp154590_c1	GO:0000148,GO:0003843,GO:0006075,GO:0008360,GO:0016021,GO:0071555
comp154591_c2	GO:0000151,GO:0000922,GO:0000930,GO:0003677,GO:0003823,GO:0004842,GO:0005634,GO:0005814,GO:0006511,GO:0006513,GO:0006974,GO:0008270,GO:0008630,GO:0016605,GO:0016607,GO:0016874,GO:0016925,GO:0019789,GO:0032391,GO:0034504,GO:0036064,GO:0042127,GO:0042771,GO:0043161,GO:0044547,GO:0045893,GO:0051443,GO:0051457,GO:0061630,GO:0070936
comp154592_c0	GO:0016491
comp154593_c1	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0015074
comp154594_c0	GO:0000166,GO:0005739,GO:0016125,GO:0019287,GO:0019288,GO:0034046,GO:0048364,GO:0050790
comp154595_c2	GO:0004176,GO:0004222,GO:0005524,GO:0005739,GO:0006508,GO:0008237,GO:0009507,GO:0009536,GO:0009658,GO:0009706,GO:0009793,GO:0009941,GO:0010020,GO:0016021,GO:0043572
comp154596_c0	GO:0003923,GO:0005789,GO:0005887,GO:0006461,GO:0006501,GO:0006506,GO:0006621,GO:0015631,GO:0016020,GO:0016255,GO:0034235,GO:0042765,GO:0043687,GO:0044267
comp154600_c0	GO:0000160,GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0009736,GO:0010029,GO:0031537,GO:0048831
comp154601_c1	GO:0004519,GO:0006397,GO:0008380,GO:0009507,GO:0016556,GO:0090305,GO:1900865
comp154605_c2	GO:0003913,GO:0004672,GO:0005524,GO:0005634,GO:0005737,GO:0005773,GO:0005829,GO:0006281,GO:0006325,GO:0006338,GO:0009414,GO:0009416,GO:0009583,GO:0009637,GO:0009640,GO:0009785,GO:0009882,GO:0009909,GO:0009911,GO:0010075,GO:0010118,GO:0010343,GO:0010617,GO:0018298,GO:0042802,GO:0046283,GO:0046777,GO:0051510,GO:0055114
comp154608_c2	GO:0005739
comp154609_c0	GO:0005774,GO:0005886,GO:0006820,GO:0008381,GO:0009506,GO:0016021,GO:0034220,GO:0050982
comp154610_c0	GO:0005452,GO:0005768,GO:0005773,GO:0005886,GO:0010036,GO:0016021,GO:0048364
comp154611_c1	GO:0003700,GO:0005516,GO:0005634,GO:0006351,GO:0010200,GO:0042742,GO:0043565
comp154613_c1	GO:0003677,GO:0003700,GO:0005634,GO:0005737,GO:0006351,GO:0009610,GO:0009737,GO:0010197,GO:0010201,GO:0042803,GO:0046982
comp154614_c0	GO:0005509,GO:0005524,GO:0005525,GO:0008728,GO:0008893,GO:0009507,GO:0015969,GO:0016301,GO:0042594
comp154614_c1	GO:0009507,GO:0009536,GO:0009706,GO:0009941,GO:0010277,GO:0015031,GO:0016021,GO:0046872,GO:0051537
comp154615_c0	GO:0004605,GO:0006655,GO:0009535,GO:0016021,GO:0016024,GO:0031969
comp154616_c1	GO:0016567
comp154618_c1	GO:0005634,GO:0016567,GO:0031463,GO:0080167
comp154619_c0	GO:0000139,GO:0005768,GO:0005794,GO:0005802,GO:0016021,GO:0016757,GO:0045489,GO:0071555
comp154619_c2	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0010072,GO:0010160,GO:0010223,GO:0048366,GO:0048504
comp154621_c0	GO:0004674,GO:0005524,GO:0005886,GO:0009556,GO:0010234,GO:0016020,GO:0016021,GO:0019199
comp154621_c1	GO:0004674,GO:0005524,GO:0005886,GO:0006511,GO:0008234,GO:0009556,GO:0010234,GO:0016020,GO:0016021,GO:0016579,GO:0019199,GO:0036459
comp154623_c0	GO:0003723,GO:0005739,GO:0006397,GO:0009507,GO:0010087,GO:0010305,GO:0010588,GO:0046872,GO:0048366,GO:1900865
comp154624_c0	GO:0005634,GO:0005737
comp154626_c2	GO:0000989,GO:0005634,GO:0006351,GO:0006355,GO:0009740
comp154627_c1	GO:0000139,GO:0000271,GO:0004252,GO:0005768,GO:0005794,GO:0005802,GO:0006486,GO:0010411,GO:0016021,GO:0033843,GO:0035252
comp154628_c0	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355
comp154629_c1	GO:0005524,GO:0005886,GO:0009611,GO:0009651,GO:0009737,GO:0009897,GO:0010222,GO:0010588,GO:0015245,GO:0015908,GO:0016021,GO:0042626,GO:0042803,GO:0055085,GO:0080051,GO:0080167
comp154630_c2	GO:0003700,GO:0005634,GO:0006351,GO:0009408,GO:0043565,GO:0045892
comp154636_c1	GO:0004842,GO:0016874
comp154641_c4	GO:0003677,GO:0005634,GO:0006351,GO:0006355,GO:0009734
comp154642_c1	GO:0004674,GO:0005524,GO:0016021
comp154646_c1	GO:0001666,GO:0004497,GO:0005739,GO:0005743,GO:0005794,GO:0006744,GO:0016709,GO:0042995,GO:0044550,GO:0071949
comp154647_c1	GO:0004674,GO:0005516,GO:0005524,GO:0005773,GO:0005886,GO:0006468,GO:0006952,GO:0009506,GO:0009737,GO:0016021,GO:0030246,GO:0048544
comp154649_c0	GO:0005654,GO:0005737,GO:0005856,GO:0005886,GO:0005923,GO:0006378,GO:0007155,GO:0035307
comp154650_c0	GO:0005576,GO:0005618,GO:0005737,GO:0030599,GO:0042545,GO:0045330,GO:0045490
comp154651_c3	GO:0000993,GO:0003729,GO:0005634,GO:0005737,GO:0005849,GO:0006369,GO:0006378,GO:0006379,GO:0006397,GO:0009908,GO:0009911,GO:0046872
comp154652_c0	GO:0004817,GO:0005524,GO:0005739,GO:0005829,GO:0006423,GO:0009507,GO:0009570,GO:0010197,GO:0042407,GO:0043067,GO:0046872
comp154654_c0	GO:0004451,GO:0006097,GO:0006099,GO:0009514,GO:0046872,GO:0046912
comp154655_c0	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0009908,GO:0045892,GO:0046872,GO:1902455
comp154659_c2	GO:0012505,GO:0015086,GO:0016021,GO:0055072,GO:0070574
comp154660_c0	GO:0000271,GO:0016757
comp154663_c0	GO:0035251
comp154665_c0	GO:0005886
comp154666_c0	GO:0008380,GO:0009507
comp154667_c2	GO:0000049,GO:0004825,GO:0005524,GO:0005737,GO:0005829,GO:0006431,GO:0046686
comp154670_c4	GO:0005739,GO:0010182,GO:0080156
comp154671_c1	GO:0000723,GO:0000790,GO:0003677,GO:0005524,GO:0005634,GO:0005657,GO:0005730,GO:0005739,GO:0006310,GO:0010521,GO:0016887,GO:0017116,GO:0032211,GO:0032508,GO:0035861,GO:0043141,GO:0043504,GO:0044806,GO:0051974,GO:1902983,GO:1903469
comp154675_c0	GO:0008380,GO:0009507,GO:1900865
comp154676_c3	GO:0004672,GO:0005524,GO:0005886,GO:0016021
comp154677_c1	GO:0004519,GO:0006397,GO:0009507,GO:0016556,GO:0090305
comp154678_c0	GO:0005739,GO:0005743,GO:0008137,GO:0048038,GO:0051287,GO:0070469
comp154680_c0	GO:0005739,GO:0005743,GO:0005744,GO:0006626,GO:0015462,GO:0030150,GO:0051087
comp154681_c1	GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0046872,GO:0048235
comp154682_c0	GO:0005537,GO:0005576,GO:0031640,GO:0034120,GO:0050832
comp154682_c1	GO:0005537,GO:0005576,GO:0031640,GO:0034120,GO:0050832
comp154684_c1	GO:0000118,GO:0000122,GO:0000785,GO:0001106,GO:0005634,GO:0005829,GO:0006094,GO:0006096,GO:0006351,GO:0006355,GO:0016575,GO:0046538
comp154686_c1	GO:0016021,GO:0017022,GO:0030133
comp154687_c0	GO:0005524,GO:0005739,GO:0005741,GO:0008568,GO:0016887,GO:0045041
comp154688_c1	GO:0006633,GO:0016021,GO:0016747
comp154690_c0	GO:0003677,GO:0005634,GO:0006351,GO:0006355,GO:0006950
comp154691_c1	GO:0004386,GO:0005524,GO:0008270,GO:0009506
comp154692_c0	GO:0000902,GO:0005938,GO:0006351,GO:0006355,GO:0030427,GO:0031175,GO:0090527
comp154695_c2	GO:0016021,GO:0016757,GO:0046872
comp154695_c3	GO:0006486,GO:0016021,GO:0016757,GO:0046872
comp154696_c0	GO:0003677,GO:0046872
comp154698_c0	GO:0004806,GO:0016042
comp154699_c0	GO:0002064,GO:0003341,GO:0021591,GO:0060438,GO:1904158,GO:1990718
comp154700_c0	GO:0005507,GO:0009809,GO:0016722,GO:0046274,GO:0048046,GO:0052716
comp154700_c1	GO:0005507,GO:0016722,GO:0046274,GO:0048046,GO:0052716
comp154701_c1	GO:0005576
comp154703_c2	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0044212,GO:0046872
comp154711_c0	GO:0005739
comp154714_c0	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0006952,GO:0009718,GO:0009753,GO:0043425,GO:0045893
comp154715_c0	GO:0001104,GO:0006351,GO:0007275,GO:0016592,GO:0040008
comp154716_c0	GO:0006636,GO:0016021,GO:0016717,GO:0042759,GO:0046872
comp154717_c1	GO:0015079,GO:0016020,GO:0016021
comp154718_c0	GO:0005739,GO:0010182,GO:0080156
comp154718_c5	GO:0005618,GO:0009044,GO:0009505,GO:0009506,GO:0009507,GO:0010411,GO:0030246,GO:0045493,GO:0046556,GO:0046686,GO:0048046,GO:0061634,GO:0071555,GO:0080176
comp154718_c6	GO:0000963,GO:0005739,GO:0009507,GO:0016554,GO:0080156
comp154720_c0	GO:0004674,GO:0005524,GO:0005886,GO:0016021,GO:0030246
comp154721_c1	GO:0002239,GO:0004674,GO:0005524,GO:0005618,GO:0005634,GO:0005886,GO:0009505,GO:0010200,GO:0016021,GO:0030246,GO:0048046,GO:0050832
comp154722_c2	GO:0004674,GO:0005524,GO:0016021
comp154723_c1	GO:0004674,GO:0005524,GO:0005886,GO:0016021
comp154725_c0	GO:0000175,GO:0003723,GO:0005739,GO:0006364,GO:0008859,GO:0009507,GO:0009658,GO:0090503
comp154726_c1	GO:0009813,GO:0009850,GO:0043231,GO:0052638,GO:0052696,GO:0080043,GO:0080044
comp154726_c3	GO:0005789,GO:0009813,GO:0010132,GO:0015020,GO:0035251,GO:0043231,GO:0047792,GO:0052696,GO:0080043,GO:0080044
comp154727_c1	GO:0005737,GO:0016702,GO:0031408,GO:0046872
comp154730_c0	GO:0003723,GO:0006397,GO:0009507,GO:0010087,GO:0010305,GO:0010588,GO:0046872,GO:0048366,GO:1900865
comp154731_c1	GO:0005524,GO:0009698,GO:0016207
comp154731_c2	GO:0005524,GO:0009698,GO:0016207
comp154732_c0	GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0007049,GO:0008289,GO:0010090,GO:0043565,GO:0048497,GO:0051301
comp154734_c0	GO:0000989,GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0009739
comp154734_c1	GO:0003700,GO:0004871,GO:0005737,GO:0006351,GO:0007165,GO:0009640
comp154735_c1	GO:0005739,GO:0008380,GO:0009507,GO:1900865
comp154738_c2	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355
comp154740_c0	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355
comp154742_c0	GO:0000139,GO:0004348,GO:0005789,GO:0006680,GO:0008206,GO:0008422,GO:0016021,GO:0016139,GO:0021954
comp154743_c0	GO:0009813,GO:0016210
comp154744_c0	GO:0000943,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0071897,GO:0090501
comp154745_c2	GO:0003712,GO:0004402,GO:0005634,GO:0006351,GO:0006355,GO:0006473,GO:0008270,GO:0009908
comp154746_c0	GO:0009636,GO:0035251,GO:0050412
comp154748_c0	GO:0004842,GO:0005886,GO:0016874
comp154749_c1	GO:0016021
comp154750_c1	GO:0004842,GO:0008270,GO:0016567,GO:0016874,GO:0042742,GO:0051865
comp154752_c0	GO:0005739,GO:0080156
comp154752_c1	GO:0008380,GO:0009507
comp154755_c1	GO:0002679,GO:0004601,GO:0005509,GO:0005622,GO:0005886,GO:0007231,GO:0009723,GO:0009738,GO:0009873,GO:0010119,GO:0016021,GO:0016174,GO:0033500,GO:0043069,GO:0050665,GO:0052542
comp154755_c4	GO:0002679,GO:0004601,GO:0005509,GO:0005622,GO:0005886,GO:0007231,GO:0009723,GO:0009738,GO:0009873,GO:0010119,GO:0016021,GO:0016174,GO:0033500,GO:0043069,GO:0050665,GO:0052542
comp154755_c5	GO:0002679,GO:0004601,GO:0005509,GO:0005622,GO:0005886,GO:0007231,GO:0009723,GO:0009738,GO:0009873,GO:0010119,GO:0016021,GO:0016174,GO:0033500,GO:0043069,GO:0050665,GO:0052542
comp154756_c0	GO:0005737,GO:0005813,GO:0021987,GO:0022008,GO:0022027,GO:0030953,GO:0032880,GO:0032886
comp154759_c0	GO:0003735,GO:0005840,GO:0006412,GO:0019843
comp154761_c4	GO:0005986,GO:0016157,GO:0046524
comp154763_c0	GO:0005634,GO:0008270,GO:0018024
comp154765_c0	GO:0005623,GO:0006970,GO:0009651,GO:0009737,GO:0009738,GO:0009789,GO:0045454
comp154766_c1	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355
comp154767_c0	GO:0003723,GO:0006397,GO:0009507,GO:0010087,GO:0010305,GO:0010588,GO:0046872,GO:0048366,GO:1900865
comp154768_c0	GO:0000943,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0071897,GO:0090501
comp154770_c0	GO:0005524,GO:0005737,GO:0006400,GO:0016879
comp154772_c0	GO:0005783,GO:0005789,GO:0016021,GO:0035598,GO:0035600,GO:0046872,GO:0051539,GO:0061712
comp154773_c0	GO:0005643,GO:0015031,GO:0016021,GO:0031965,GO:0051028
comp154774_c3	GO:0008380,GO:0009507,GO:1900865
comp154778_c2	GO:0000932,GO:0003697,GO:0003729,GO:0008270,GO:0010494,GO:0042788,GO:0045182,GO:0045727
comp154779_c1	GO:0003735,GO:0005840,GO:0006412,GO:0009507
comp154780_c0	GO:0005794,GO:0005975,GO:0008422
comp154780_c1	GO:0005634,GO:0006351,GO:0006355,GO:0032454,GO:0033169,GO:0046872,GO:0051213,GO:0060969
comp154780_c4	GO:0005634,GO:0006351,GO:0006355,GO:0032454,GO:0033169,GO:0046872,GO:0051213,GO:0060969
comp154781_c0	GO:0005654,GO:0005982,GO:0006355,GO:0007623,GO:0009409,GO:0009637,GO:0009908,GO:0010218,GO:0010378,GO:0030154,GO:0042542,GO:0048574,GO:0048578
comp154782_c0	GO:0005765,GO:0007041,GO:0015019,GO:0016021,GO:0016746,GO:0051259
comp154783_c0	GO:0004185,GO:0005576,GO:0005618,GO:0051603
comp154783_c1	GO:0009055,GO:0022900,GO:0046872,GO:0051537
comp154783_c4	GO:0004185,GO:0005576,GO:0005618,GO:0051603
comp154783_c6	GO:0003684,GO:0005634,GO:0006289,GO:0009585,GO:0016567,GO:0031461,GO:0043161
comp154785_c1	GO:0000166,GO:0003723,GO:0005681,GO:0005730,GO:0005829,GO:0006397,GO:0008380
comp154786_c0	GO:0003677,GO:0005634,GO:0006355,GO:0009299,GO:0009886
comp154787_c0	GO:0004970,GO:0005262,GO:0005886,GO:0006816,GO:0008066,GO:0009507,GO:0009536,GO:0009611,GO:0015276,GO:0016021,GO:0019722,GO:0034220,GO:0070417,GO:0070588,GO:0071230,GO:0071260,GO:0071311
comp154789_c1	GO:0005773,GO:0005783,GO:0005794,GO:0009055,GO:0015035,GO:0045454
comp154789_c2	GO:0004197,GO:0005615,GO:0005764,GO:0051603
comp154789_c3	GO:0005773,GO:0005783,GO:0005794,GO:0009055,GO:0015035,GO:0045454
comp154790_c1	GO:0005315,GO:0005887,GO:0006817,GO:0009507,GO:0009673,GO:0009706,GO:0009941,GO:0015293,GO:0016021,GO:0035435,GO:0055085
comp154791_c0	GO:0000373,GO:0003723,GO:0003724,GO:0005524,GO:0006397,GO:0009507,GO:0009570,GO:0009793,GO:0010494,GO:0010497,GO:0016441,GO:0031047
comp154797_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp154798_c0	GO:0005634,GO:0009910,GO:0009944,GO:0009965,GO:0035281,GO:0048364,GO:0048367
comp154800_c0	GO:0004675,GO:0005524,GO:0005768,GO:0005886,GO:0006898,GO:0007178,GO:0010008,GO:0010359,GO:0016020,GO:0016021,GO:0016045,GO:0042742,GO:0052544
comp154801_c2	GO:0004674,GO:0005524,GO:0005886,GO:0016021
comp154801_c3	GO:0004674,GO:0005524,GO:0005886,GO:0016021
comp154803_c0	GO:0004674,GO:0005267,GO:0005524,GO:0005634,GO:0005737,GO:0005829,GO:0005886,GO:0007584,GO:0009414,GO:0009536,GO:0010107,GO:0010118,GO:0035556
comp154804_c0	GO:0003677,GO:0005634,GO:0008270,GO:0018024
comp154805_c1	GO:0005622,GO:0006777,GO:0006970,GO:0008265,GO:0009000,GO:0009408,GO:0009409,GO:0009651,GO:0009688,GO:0009734,GO:0010118,GO:0010182,GO:0016740,GO:0018315,GO:0030151,GO:0030170,GO:0042742,GO:0045037
comp154806_c0	GO:0004097,GO:0009543,GO:0046148,GO:0046872
comp154807_c0	GO:0003700,GO:0005634,GO:0006351,GO:0043565
comp154808_c2	GO:0005524,GO:0005634,GO:0005829,GO:0005975,GO:0006520,GO:0016020,GO:0016308
comp154810_c0	GO:0005739
comp154810_c1	GO:0005739
comp154811_c1	GO:0005524,GO:0006412,GO:0050567
comp154813_c0	GO:0005524,GO:0005739,GO:0016020,GO:0016021,GO:0042626,GO:0055085
comp154814_c0	GO:0005739
comp154814_c3	GO:0005739
comp154815_c3	GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0010200
comp154816_c0	GO:0005737,GO:0005829,GO:0009809,GO:0009963,GO:0010252,GO:0016020,GO:0047172,GO:0047205
comp154816_c1	GO:0047172,GO:0047634
comp154817_c2	GO:0004672,GO:0004674,GO:0005524,GO:0005737,GO:0005886,GO:0006468,GO:0009734,GO:0010540,GO:0016301,GO:0035556
comp154818_c0	GO:0005576,GO:0005618,GO:0005737,GO:0030599,GO:0042545,GO:0045330,GO:0045490
comp154818_c2	GO:0005576
comp154818_c3	GO:0005576,GO:0005618,GO:0005737,GO:0030599,GO:0042545,GO:0045330,GO:0045490
comp154818_c5	GO:0005576
comp154819_c0	GO:0004519,GO:0006397,GO:0009507,GO:0016556,GO:0090305
comp154820_c0	GO:0000166,GO:0000381,GO:0003729,GO:0005654,GO:0005681,GO:0005737,GO:0006397,GO:0008380,GO:0016607,GO:0042981,GO:0044822
comp154821_c0	GO:0000790,GO:0003713,GO:0006351,GO:0009507,GO:0010452,GO:0018023,GO:0018026,GO:0018027,GO:0030785,GO:0042800,GO:0045893,GO:0045944,GO:0046975,GO:0051568
comp154822_c0	GO:0003849,GO:0009073,GO:0009423,GO:0009507,GO:0009534
comp154822_c1	GO:0003849,GO:0009073,GO:0009423,GO:0009507
comp154823_c1	GO:0003677,GO:0003729,GO:0003730,GO:0005654,GO:0005829,GO:0006351,GO:0006355,GO:0006397,GO:0006402,GO:0008380,GO:0010494,GO:0016020,GO:0030425,GO:0043025,GO:0044822,GO:0051028,GO:2000628
comp154824_c0	GO:0005739
comp154825_c0	GO:0004367,GO:0005829,GO:0005975,GO:0009331,GO:0046168,GO:0051287
comp154825_c1	GO:0004367,GO:0005829,GO:0005975,GO:0009331,GO:0046168,GO:0051287
comp154828_c0	GO:0005524,GO:0005887,GO:0006754,GO:0008553,GO:0043231,GO:0046872,GO:0051453,GO:1902600
comp154829_c0	GO:0004519,GO:0006397,GO:0009507,GO:0016556,GO:0090305
comp154831_c1	GO:0005739
comp154832_c2	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0009658,GO:0009910,GO:0010380,GO:0045893,GO:1900056
comp154833_c2	GO:0005634,GO:0006351,GO:0006355,GO:0008289,GO:0043565
comp154834_c1	GO:0005739,GO:0006104,GO:0006753,GO:0008893,GO:0010945,GO:0015937,GO:0016787,GO:0046872
comp154835_c1	GO:0000373,GO:0003723,GO:0006397,GO:0009570,GO:0030529
comp154836_c0	GO:0016491
comp154837_c2	GO:0000347,GO:0003723,GO:0006397,GO:0008380,GO:0051028
comp154838_c0	GO:0004004,GO:0005524,GO:0005681,GO:0006396,GO:0006397,GO:0008380,GO:0016020,GO:0035194,GO:0044822
comp154840_c0	GO:0000155,GO:0005524,GO:0005622,GO:0005886,GO:0016021
comp154842_c0	GO:0000165,GO:0004707,GO:0005524,GO:0005622
comp154843_c0	GO:0005739
comp154845_c5	GO:0005506,GO:0016020,GO:0016021,GO:0016709,GO:0020037,GO:0044550
comp154845_c6	GO:0004497,GO:0005506,GO:0016021,GO:0016705,GO:0020037
comp154846_c3	GO:0004871,GO:0005179,GO:0005622,GO:0007267,GO:0009505,GO:0009506,GO:0019722,GO:0048046
comp154847_c2	GO:0005886
comp154847_c3	GO:0005886
comp154848_c1	GO:0004672,GO:0005524,GO:0005886,GO:0016021
comp154849_c0	GO:0004674,GO:0005524,GO:0005886,GO:0009505,GO:0009506,GO:0016021
comp154850_c2	GO:0003677,GO:0004864,GO:0005634,GO:0006351,GO:0046872
comp154851_c0	GO:0003677,GO:0046872
comp154853_c0	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0009733,GO:0009734,GO:0009908
comp154854_c0	GO:0004623,GO:0005886,GO:0006644,GO:0006656,GO:0008970,GO:0016021,GO:0044281,GO:0046470,GO:0046474,GO:0052739,GO:0052740
comp154856_c1	GO:0005576,GO:0016788
comp154856_c2	GO:0004577,GO:0005783
comp154857_c2	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp154858_c1	GO:0000139,GO:0005794,GO:0006486,GO:0008378,GO:0016021
comp154859_c0	GO:0000405,GO:0000733,GO:0003677,GO:0004004,GO:0005524,GO:0005634,GO:0006289,GO:0010501,GO:0032508,GO:0035861,GO:0043140,GO:0070914,GO:1901255
comp154860_c0	GO:0003723,GO:0005739,GO:0006397,GO:0009507,GO:0010087,GO:0010305,GO:0010588,GO:0046872,GO:0048366,GO:1900865
comp154861_c0	GO:0004674,GO:0005516,GO:0005524,GO:0005886,GO:0016021,GO:0030246,GO:0048544
comp154862_c0	GO:0005739
comp154864_c0	GO:0005739,GO:0080156
comp154864_c1	GO:0008380,GO:0009507,GO:1900865
comp154864_c2	GO:0005739
